img,filename,caption,sentid
12315,327298970.jpg,"While in the street, a young man is jumping over a number of other individuals as a crowd looks on.",61577
12315,327298970.jpg,A man is performing acrobatics over a group of people kneeling on the ground.,61578
12315,327298970.jpg,Man does a trick flipping over several people lined up at a street fair.,61579
21383,4679233085.jpg,Two young children are asleep on a couch.,106915
21383,4679233085.jpg,Two brothers take a nap on a gray couch.,106916
21383,4679233085.jpg,Two children asleep on a couch.,106917
21383,4679233085.jpg,Two kids sleeping on a futon,106918
21383,4679233085.jpg,Two kids asleep on a futon.,106919
10064,3002448718.jpg,"Four women in front of Odeon wear similar black, pink and white superman type shirts and jean skirts.",50320
10064,3002448718.jpg,"Girls in matching outfits, one holding inflatable toy, outside of ODEON building.",50321
10064,3002448718.jpg,A group of girls stands wearing jean skirts and superman shirts.,50322
10064,3002448718.jpg,Girls walking in the street on a sunny day.,50323
10064,3002448718.jpg,A group of women with black shirts.,50324
23610,4853382595.jpg,A young woman wearing a white cardigan and shorts sitting on the edge of a platform that is raised above a body of water.,118050
23610,4853382595.jpg,A girl on the phone among the tall cranes in the distance.,118051
23610,4853382595.jpg,A lady sits on the end of a pier high above the water.,118052
23610,4853382595.jpg,Three young ladies looking off into the open water.,118053
23610,4853382595.jpg,Three people sit on the end of a pier.,118054
12567,3307810562.jpg,A red-haired man wearing a suit stands near an exit door.,62835
12567,3307810562.jpg,A man in a suit and tie with a sad look on his face.,62836
12567,3307810562.jpg,A man standing alone with a sad look upon his face.,62837
12567,3307810562.jpg,Man wearing a suit with green tie standing.,62838
12567,3307810562.jpg,Executive man on a suit waiting.,62839
20691,4614283206.jpg,"Four people, two of whom can be seen wearing conference badges, are grouped around a long table with several laptops on it.",103455
20691,4614283206.jpg,Three men and a woman have laptops and are standing in front of a projection screen appearing to be conversing.,103456
20691,4614283206.jpg,"A meeting room with a large screen, several people talking, and computers.",103457
20691,4614283206.jpg,Workers at an International Freestyle Motocross press conference.,103458
20691,4614283206.jpg,Four people talking in a presentation room.,103459
22209,4741408543.jpg,Children walking hand in hand while participating in a festive and costumed town event.,111045
22209,4741408543.jpg,A girl and two boys dressed in bright ethnic garb are walking together.,111046
22209,4741408543.jpg,"A female child walking, holding the hands of two male children.",111047
22209,4741408543.jpg,Children in festive attire walking with others on a street.,111048
22209,4741408543.jpg,People in quaint customs walk along a road.,111049
29935,7754652028.jpg,"A black man wearing tan shorts, a yellow sweatshirt, and a baseball cap is holding up his hand and talking to an Asian woman posing with another young black man while they are holding red flags with yellow stars.",149675
29935,7754652028.jpg,Two guys stop to take a picture while holding a flag.,149676
29935,7754652028.jpg,Two people are in the streets holding flags.,149677
29935,7754652028.jpg,Two guys hold up a flag at a festival.,149678
29935,7754652028.jpg,A man a woman posing for a picture.,149679
21771,4706793376.jpg,"An older asian woman, dressed in a white t-shirt and blue gym pants, doing a form of yoga.",108855
21771,4706793376.jpg,A woman with blue and white pants on is posing some kind of martial arts move.,108856
21771,4706793376.jpg,A woman wearing blue pants and a white top outdoors exercising.,108857
21771,4706793376.jpg,An elderly man doing yoga.,108858
21771,4706793376.jpg,A woman who is doing yoga.,108859
4640,230100504.jpg,Two girls with long hair stand in front of a cluttered table.,23200
4640,230100504.jpg,A woman is pouring a drink while talking to another woman.,23201
4640,230100504.jpg,A girl in black pouring a drink into a bright red cup.,23202
4640,230100504.jpg,Two girls at a part pouring drinks.,23203
4640,230100504.jpg,Two Women drinking at party.,23204
25087,4974363190.jpg,"A woman wearing a blue skirt, high heels, a white shirt, green jacket and headband is walking out of a tunnel.",125435
25087,4974363190.jpg,A young woman in a white blouse and blue skirt walks away from a building.,125436
25087,4974363190.jpg,A woman wearing a white blouse is walking away from a building.,125437
25087,4974363190.jpg,Two people walking down a road leading out of a large building.,125438
25087,4974363190.jpg,Two woman walk along a white and steel path with walls.,125439
10856,3098336319.jpg,A snowboarder rides a rail on the cement handrail of steps with snow all around.,54280
10856,3098336319.jpg,In the snow a person on a board traverses down a concrete wall beside bleachers.,54281
10856,3098336319.jpg,A snowboarder is sliding down a cement wall at night.,54282
10856,3098336319.jpg,A snowboarder is grinding down a long concrete rail.,54283
10856,3098336319.jpg,A person doing a trick on a snowboard.,54284
13573,3425069551.jpg,A man in a pink and yellow shirt and blue headband is holding a tennis racquet whilst standing with his mouth open.,67865
13573,3425069551.jpg,A man with the tennis racket is wearing a blue headband and blue wristbands and playing tennis.,67866
13573,3425069551.jpg,A male tennis player with a blue headband is holding a racquet,67867
13573,3425069551.jpg,"Nadal celebrating, wearing a green headband",67868
13573,3425069551.jpg,A male tennis player pumps his fist.,67869
26238,5420765124.jpg,"A young woman stands outside in the snow, wearing a jacket and a backpack, standing in snowshoes, while her black dog faces away from the camera.",131190
26238,5420765124.jpg,A bundled up Asian girl wearing a Camelbak and walking shoes walking her dog in a snowy forest.,131191
26238,5420765124.jpg,A woman in winter gear with trekking poles is holding a leashed dog in the snow.,131192
26238,5420765124.jpg,"A girl, in snowshoes, goes for walk with her dog in the snowy forest.",131193
26238,5420765124.jpg,An asian female with a backpack is snowshoeing with a black dog.,131194
14504,3533470072.jpg,Two young girls one blond one brunette are puckering there lips and showing a peace sign with there fingers.,72520
14504,3533470072.jpg,Two young women in identical blue dresses giving the peace sign in an auditorium.,72521
14504,3533470072.jpg,Twp young ladies give the piece sign with their fingers to the camera.,72522
14504,3533470072.jpg,Two girls giving the peace sign.,72523
14504,3533470072.jpg,Two girls waving two fingers.,72524
29058,7109928015.jpg,"A guy in boots, jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and 4 on it.",145290
29058,7109928015.jpg,Cowboy being hit by a bull inside the bullring after falling off the bull.,145291
29058,7109928015.jpg,A cowboy is falling off a bull and looks like he might get trampled.,145292
29058,7109928015.jpg,A man being thrown into the air while being trampled by a bull.,145293
29058,7109928015.jpg,A person falling after being thrown from a bull.,145294
22814,4793246474.jpg,Men stand outside of a store with Indian writing as they transport metal buckets on a bicycle.,114070
22814,4793246474.jpg,"Two men sharing a bicycle, carrying several buckets and containers.",114071
22814,4793246474.jpg,Men on a bike transporting various sizes of metal buckets.,114072
22814,4793246474.jpg,Two men on a motorcycle with buckets and canisters.,114073
22814,4793246474.jpg,Two men are standing behind a pile of buckets.,114074
2849,1985706518.jpg,"Two people are swimming in a large body of clear blue water, and there is a large red item behind them in the water.",14245
2849,1985706518.jpg,"There are two swimmers in the ocean holding onto a rope, which has a balloon at the end of it.",14246
2849,1985706518.jpg,"Two swimmers move through pristine, bright blue waters with a bright blue skies overhead.",14247
2849,1985706518.jpg,Two people are pulling themselves on a rope in beautiful blue water.,14248
2849,1985706518.jpg,Two snorkelers are in a very blue sea swimming by an orange buoy.,14249
53,1014609273.jpg,People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him.,265
53,1014609273.jpg,A kid in a red sweatshirt is reaching to hand something to a man in a white shirt,266
53,1014609273.jpg,A young boy empties a bottle over the railing of a balcony unto the man below.,267
53,1014609273.jpg,A boy in a red jacket pouring water on a man in a white shirt,268
53,1014609273.jpg,A young man pouring the contents of a bottle.,269
20840,4631205536.jpg,A man in a t-shirt and shorts is sitting on the ground holding a cup while a bottle of water lays beside him.,104200
20840,4631205536.jpg,The man in the gray shirt is staring at a man and a woman that are walking away from him.,104201
20840,4631205536.jpg,A homeless middle-aged man holding a soda cup looks at two people who have walked past.,104202
20840,4631205536.jpg,A man in a gray shirt and shorts sits in a walkway as two individuals pass him by.,104203
20840,4631205536.jpg,A man takes a break after having a meal at McDonald's.,104204
6737,2559503010.jpg,A man with a red Shriner hat is looking at watermelons in front of a bank.,33685
6737,2559503010.jpg,"There is a man, wearing a funny hat, standing in front of a bank.",33686
6737,2559503010.jpg,The man is looking at watermelons for sale outside of a bank.,33687
6737,2559503010.jpg,Dark colored Mercury car parked in front of PNC Bank.,33688
6737,2559503010.jpg,A man stands outside a bank selling watermelons.,33689
24492,4929909554.jpg,A man in a field is carrying two bundles of straw on a stick across his shoulder.,122460
24492,4929909554.jpg,One man carrying stacks of hay in a grassy field.,122461
24492,4929909554.jpg,The man is walking through a field carrying hay.,122462
24492,4929909554.jpg,A man in a field is gathering hay on a pole.,122463
24492,4929909554.jpg,A worker bringing crops to his homeland.,122464
11696,320199844.jpg,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,58480
11696,320199844.jpg,Large old man dressed as Santa Claus singing in a mic with a guitar on the street.,58481
11696,320199844.jpg,A guitar player dressed as Santa Claus is getting ready with his mic.,58482
11696,320199844.jpg,A man dressed as Santa sitting on a chair playing a banjo.,58483
11696,320199844.jpg,Santa Clause singing a song and playing his guitar.,58484
5607,2423254262.jpg,"A woman in a red sweater is resting her head on the shoulder of a man sitting next to her with a beard, blue jacket and jeans while riding public transportation.",28035
5607,2423254262.jpg,"People on public transportation, a couple is resting on each other.",28036
5607,2423254262.jpg,A passenger on a train is sleeping with a girl next to his seat.,28037
5607,2423254262.jpg,People getting tired while travelling.,28038
5607,2423254262.jpg,Sleepy subway passengers.,28039
8372,2774041957.jpg,A boy in an orange shirt plays on a large drainpipe with several other children in a sandy area.,41860
8372,2774041957.jpg,A little black boy with an orange tank top and shorts jumped to the sand below.,41861
8372,2774041957.jpg,Children play barefoot in the sand next to a rusting oil pipeline.,41862
8372,2774041957.jpg,"Boy in orange, jumping off a rusted colored pipe, into sand.",41863
8372,2774041957.jpg,A child jumps off of pipes at a sandy beach.,41864
7796,270419656.jpg,Two adults and three small children are walking on a sidewalk in a park-like setting.,38980
7796,270419656.jpg,Three kids run in front of their mother in a park.,38981
7796,270419656.jpg,Children walk down a path on a sunny fall day.,38982
7796,270419656.jpg,Small children romping through a park.,38983
7796,270419656.jpg,Group of kids in the park,38984
22344,4753058300.jpg,A man with brown hair walking his bicycle across the street.,111720
22344,4753058300.jpg,A street crossing where a woman is walking her bike across,111721
22344,4753058300.jpg,A woman is walking a blue bike across a road.,111722
22344,4753058300.jpg,6 women walk across a city street.,111723
22344,4753058300.jpg,A man walks astride a blue bike.,111724
15688,367673290.jpg,The woman wearing a black and white jacket and red boots is also wearing headphones.,78440
15688,367673290.jpg,Blond woman wearing red boots with a bland and white jacket walking down the street.,78441
15688,367673290.jpg,A lady walking in red boots while wearing headphones.,78442
15688,367673290.jpg,A woman in a black and white coat and earmuffs.,78443
15688,367673290.jpg,A woman dressed in winter wear walks outdoors.,78444
13245,3382105769.jpg,A dog with a stick in its mouth runs through the rocks in shallow water.,66225
13245,3382105769.jpg,A dog running with something in his mouth in shallow water.,66226
13245,3382105769.jpg,A soaking wet dog is splashing through the water.,66227
13245,3382105769.jpg,A brown dog retrieves a stick in a rocky river,66228
13245,3382105769.jpg,A dog running through a creek.,66229
24902,4958978125.jpg,A group consisting of two men wearing religious garb and a woman wearing a black leather jacket and jeans all ride vintage bicycles on a street.,124510
24902,4958978125.jpg,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls.,124511
24902,4958978125.jpg,Many people in costume are riding their bikes in a public place.,124512
24902,4958978125.jpg,Two guys with red capes ride bikes down the street.,124513
24902,4958978125.jpg,Two people in costumes are riding a bike.,124514
30692,86729182.jpg,A young oriental girl and another person are watching a young toddler dressed in a pink sweater and white knit cap.,153460
30692,86729182.jpg,Two little Asian kids are dressed warmly in colorful jackets while standing on the playground.,153461
30692,86729182.jpg,"A small child in a pink jacket and a bear hat, With two older women.",153462
30692,86729182.jpg,Three Asian children are hanging out in a group outside.,153463
30692,86729182.jpg,A young Asian girl with a white bear stocking hat.,153464
23623,4855045103.jpg,A man in a white shirt playing an electric violin in front of a white brick wall.,118115
23623,4855045103.jpg,A man playing a violin like instrument advertising a coffee drink.,118116
23623,4855045103.jpg,A man playing a unique violin while looking up at the ceiling.,118117
23623,4855045103.jpg,A man playing a strange looking violin.,118118
23623,4855045103.jpg,A man playing an electric violin.,118119
19918,4526977553.jpg,"A woman wearing a white blouse, blue jeans and heels, runs across the street to avoid oncoming traffic.",99590
19918,4526977553.jpg,A woman wearing tight jeans and high heels is running across the road.,99591
19918,4526977553.jpg,A woman wearing jeans is walking down the street.,99592
19918,4526977553.jpg,Lady in heels and blue jeans crossing the street.,99593
19918,4526977553.jpg,Lady in heels running across the street.,99594
30659,86132021.jpg,"A man wearing only a hat, boots, and underwear is walking the sidewalk with a guitar strapped around his shoulder.",153295
30659,86132021.jpg,Several people are posing for a photo with the naked cowboy in NYC.,153296
30659,86132021.jpg,"Three women and a man dressed as the ""naked cowboy"" in New York.",153297
30659,86132021.jpg,Passersby interact with New York's Naked Cowboy.,153298
30659,86132021.jpg,Three women posing with the naked cowboy.,153299
1124,135235570.jpg,A man tries to catch a football on grass surrounded by American flags.,5620
1124,135235570.jpg,A man is being thrown a Frisbee in front of a monument and flags.,5621
1124,135235570.jpg,A man is clapping at the base of the Washington Memorial.,5622
1124,135235570.jpg,A man in a field backed by american flags.,5623
1124,135235570.jpg,A man stands in front of the Gateway Arch.,5624
14078,3484365373.jpg,A young blond woman in a blue and white tracksuit jumps a hurdle.,70390
14078,3484365373.jpg,A girl in a blue and white uniform is jumping over a hurdle.,70391
14078,3484365373.jpg,A woman in a track uniform jumping over a hurdle.,70392
14078,3484365373.jpg,A woman jumping over a hurdle during a race.,70393
14078,3484365373.jpg,A tall girl hurdles.,70394
30559,835606668.jpg,Two little girls dance barefoot in the park near other people and a large black blow up balloon.,152795
30559,835606668.jpg,"Children dance in a park in front of a large, black, inflatable object.",152796
30559,835606668.jpg,Two little girls in dresses are in front of an inflatable balloon.,152797
30559,835606668.jpg,Children dancing around a parade float.,152798
30559,835606668.jpg,People attending an event in a park.,152799
24606,4936228037.jpg,"An asian woman stands in front of a wooden chair on a floating dock with a stick in her hand that has two big black birds perching on it, while a man on the rock shoreline takes a photo.",123030
24606,4936228037.jpg,"An Asian woman with a hat is standing on a pier, holding a long stick with two black birds sitting on it, while a man on the shore takes a photograph",123031
24606,4936228037.jpg,Man taking a picture of a woman on an oriental pier on the water while she balances two large black birds on a long stick.,123032
24606,4936228037.jpg,A man takes a photo of a woman wearing an oriental style hat on a small dock.,123033
24606,4936228037.jpg,A young man is taking a photograph of a woman on a dock.,123034
19891,4524407264.jpg,Two blond-haired woman are walking by the street in front of a large building.,99455
19891,4524407264.jpg,Two ladies with blond-hair in jackets walking in front of a large building.,99456
19891,4524407264.jpg,Two blonds are trying to hail a taxi cab.,99457
19891,4524407264.jpg,Two ladies are walking on the road.,99458
19891,4524407264.jpg,Two ladies walking together.,99459
14636,3548430221.jpg,"A woman wearing a black t-shirt and blue jeans is petting 2 puppies, one with each hand, while a young boy wearing a gray short-sleeved shirt looks on.",73180
14636,3548430221.jpg,"A woman and a child, both with dark hair and eyes play with two puppies that are lying on the ground.",73181
14636,3548430221.jpg,A woman with a black shirt is playing with puppies while her child watches.,73182
14636,3548430221.jpg,A woman and a child playing with puppies on the sidewalk.,73183
14636,3548430221.jpg,An kneeling woman is petting two puppies.,73184
27067,5892931627.jpg,"A uniformed baseball player just took a swing at the ball, as the rest of the team looks on and the catcher behind him, is ready for the play.",135335
27067,5892931627.jpg,A baseball player swings at the pitch while the opposing team's catcher is ready for the ball.,135336
27067,5892931627.jpg,A baseball player swinging at a ball while the other team watches from the dugout.,135337
27067,5892931627.jpg,A uniformed young man is swinging a bat to hit the ball in a baseball game.,135338
27067,5892931627.jpg,A batter in a white uniform takes a huge swing at the ball.,135339
23224,482315006.jpg,A man and a woman are lying together on a grassy park field near a waterfront.,116120
23224,482315006.jpg,A man and a woman are relaxing on the grass in front of a body of water.,116121
23224,482315006.jpg,A couple relax on a patch of grass with a body of water behind them.,116122
23224,482315006.jpg,Man and a barefoot woman lying on the grass by water snuggling.,116123
23224,482315006.jpg,Couple laying in the grass by water.,116124
24855,4954419612.jpg,A group of people carrying shopping bags and baskets talks to each other in the middle of a sidewalk at night.,124275
24855,4954419612.jpg,A group of three Asians standing in the middle of a big city discussing something.,124276
24855,4954419612.jpg,"An elderly woman, a man and a woman standing on a sidewalk together.",124277
24855,4954419612.jpg,There is an asian family gathering in the middle of a public street.,124278
24855,4954419612.jpg,Oriental people buying and selling in the street.,124279
1664,1472653060.jpg,"Asian man is preparing breaded shimp with diners visible at a counter behind him, at a food court in a shopping mall.",8320
1664,1472653060.jpg,A young man in a black and red t-shirt preparing food on a yellow cutting board.,8321
1664,1472653060.jpg,A man is cutting up food to put in bowls of food at a food court.,8322
1664,1472653060.jpg,A young man preparing food with diners in the background,8323
1664,1472653060.jpg,A man cutting up some food on a yellow board.,8324
5801,2445050754.jpg,Some type of ceremony or concert is taking place as the photo is being taken from the middle aisle with the audience watches all the different string instruments play with the violinist in black taking center stage.,29005
5801,2445050754.jpg,"Violinist, dressed in black, performing a concert, for members of the church.",29006
5801,2445050754.jpg,A classical string ensemble performs in a church to an attentive audience.,29007
5801,2445050754.jpg,A small string orchestra plays in a church where a crowd looks on.,29008
5801,2445050754.jpg,A symphony orchestra is playing music for the crowd.,29009
15587,3665169936.jpg,A person is doing a trick on a bicycle with grass and sky as the background.,77935
15587,3665169936.jpg,A person stunt riding on a BMX type of bicycle.,77936
15587,3665169936.jpg,A man in beige pants does a trick on a bicycle.,77937
15587,3665169936.jpg,This person is doing a trick on his bicycle.,77938
15587,3665169936.jpg,A person on a bmx bike.,77939
2266,172097782.jpg,A man wearing a red life jacket is holding a purple rope while waterskiing.,11330
2266,172097782.jpg,A man wearing swimming trunks is waterskiing backwards using only one hand.,11331
2266,172097782.jpg,A man in swim trunks and a red life vest jet skiing.,11332
2266,172097782.jpg,Person in red ski jacket skiing backwards,11333
2266,172097782.jpg,A man waterskiing with one hand.,11334
9056,286907063.jpg,A slender woman wearing jeans and a colorful purse is standing on a large yellow maneuver.,45280
9056,286907063.jpg,"A woman stands near a crosswalk, waiting to cross the street.",45281
9056,286907063.jpg,Woman with green shirt and blue bag standing at a crosswalk.,45282
9056,286907063.jpg,A woman from behind standing at a crosswalk.,45283
9056,286907063.jpg,Women at a crosswalk wearing jeans.,45284
24596,4935646855.jpg,"An individual dressed in a blue top and red ""SpongeBob"" shorts with a handful of papers looks surprised while being photographed.",122980
24596,4935646855.jpg,"A man is standing in the street wearing an elaborate outfit which includes a blue t-shirt, suspenders and purple tights.",122981
24596,4935646855.jpg,"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street.",122982
24596,4935646855.jpg,A person dressed in a colorful costume is holding some papers.,122983
24596,4935646855.jpg,Man in a blue shirt and red shorts standing on the sidewalk.,122984
5521,241347760.jpg,A Oklahoma Sooners football player wearing his jersey number 28.,27605
5521,241347760.jpg,A Sooners football player weas the number 28 and black armbands.,27606
5521,241347760.jpg,A man is wearing a Sooners red football shirt and helmet.,27607
5521,241347760.jpg,The American footballer is wearing a red and white strip.,27608
5521,241347760.jpg,Guy in red and white football uniform,27609
15625,3668734264.jpg,"Women sit at a bar that has dark cabinets, menus written on the walls, and a light hanging above the bar.",78125
15625,3668734264.jpg,Many people sitting at the bar with drinks in front of them.,78126
15625,3668734264.jpg,Two women sitting at the bar having drinks.,78127
15625,3668734264.jpg,People in a bar drinking.,78128
15625,3668734264.jpg,People at an outdoor bar.,78129
18487,4299244891.jpg,A dark-haired man wearing a dark t-shirt carving meat on a table.,92435
18487,4299244891.jpg,A man is cutting a piece of meat at a dinner table,92436
18487,4299244891.jpg,Man in t-shirt and jeans cuts up cooked chicken.,92437
18487,4299244891.jpg,A man carving up meat for a meal.,92438
18487,4299244891.jpg,A man carving a piece of meat.,92439
31012,99804383.jpg,An older busker in glasses plays an Eastern string instrument for a young boy in a striped shirt.,155060
31012,99804383.jpg,This is a man in front of a store performing with a little boy standing with a dollar in his hand,155061
31012,99804383.jpg,A older Asian man is playing an instrument in front of a young boy on the street.,155062
31012,99804383.jpg,An elderly man sits outside a storefront accompanied by a young boy with a cart.,155063
31012,99804383.jpg,An elderly gentleman playing a musical instrument on the sidewalk for money.,155064
17075,3939508858.jpg,"A brown-haired man wearing jeans, glasses, a pink shirt, and jacket is playing guitar and singing into a microphone.",85375
17075,3939508858.jpg,A man in a blue jacket and pink shirt is singing and playing the guitar,85376
17075,3939508858.jpg,Two guitarists are performing in front of a gum ball machine.,85377
17075,3939508858.jpg,Two men playing a bass and a guitar singing a song.,85378
17075,3939508858.jpg,Two band members play guitars at an open air event.,85379
19677,4500780064.jpg,A red-haired woman sits on a couch with her legs crossed.,98385
19677,4500780064.jpg,The red-haired girl is taking a break from shopping.,98386
19677,4500780064.jpg,A girl wearing a plaid shirt sitting on the couch.,98387
19677,4500780064.jpg,A redheaded woman sitting on a couch in a store.,98388
19677,4500780064.jpg,A girl is sitting on a floral couch in a store.,98389
21166,4658409452.jpg,An old gray-haired balding old man wearing glasses is looking sideways in front of a van with a blue bar on top.,105830
21166,4658409452.jpg,A man stands at the passenger door of an emergency vehicle.,105831
21166,4658409452.jpg,A man is standing next to a vehicle in a city setting.,105832
21166,4658409452.jpg,A gray-haired man stands next to a police van.,105833
21166,4658409452.jpg,A man is standing next to a Police van.,105834
26488,5547783051.jpg,One man in a red zipped jacket watching another man in a black jacket jumping in midair while a black Audi car with European license plates and a large building with yellow siding sit in the background.,132440
26488,5547783051.jpg,"Two males, one wearing a red jacket and the other wearing a brown jacket and jumping in front of a building by a car.",132441
26488,5547783051.jpg,"A guy, in the street, is demonstrating how high he can jump, to his friend who is watching.",132442
26488,5547783051.jpg,Two men in a parking lot of a business one man watching the other man jump.,132443
26488,5547783051.jpg,A man in a red jacket watching another man jump.,132444
3,1000344755.jpg,Someone in a blue shirt and hat is standing on stair and leaning against a window.,15
3,1000344755.jpg,A man in a blue shirt is standing on a ladder cleaning a window.,16
3,1000344755.jpg,A man on a ladder cleans the window of a tall building.,17
3,1000344755.jpg,Man in blue shirt and jeans on ladder cleaning windows,18
3,1000344755.jpg,A man on a ladder cleans a window,19
30976,98377566.jpg,Two brown and white dogs lift their ears and look through a fence.,154880
30976,98377566.jpg,Two white and brown dogs up against a fence.,154881
30976,98377566.jpg,Two little dogs looking out of their cage.,154882
30976,98377566.jpg,Two small dogs are in a cage outside.,154883
30976,98377566.jpg,Two small dogs in a cage.,154884
1392,141364977.jpg,"Two young women dancers, one brunette and one blond, wearing similar red and black costumes and occupying a similarly colored ""dance cage"", entertain a gathering crowd.",6960
1392,141364977.jpg,"Two women wearing red and black, are being watched while in a red cage.",6961
1392,141364977.jpg,People watching two women wearing red and black dancing at a tavern.,6962
1392,141364977.jpg,Two dancers on stage in a club.,6963
1392,141364977.jpg,Two ladies dancing in a tavern.,6964
17331,3994980815.jpg,Two older men and one older woman sit around a table while talking.,86655
17331,3994980815.jpg,Two men and one woman sitting at a table with a blue tablecloth.,86656
17331,3994980815.jpg,Three adults finishing a meal and enjoying wine and discussion.,86657
17331,3994980815.jpg,Three people sitting in the table and drinking wine.,86658
17331,3994980815.jpg,Two men and a woman finishing a meal and drinks.,86659
11403,317109978.jpg,Brown dog with white mark in chest and black collar going over a limb on ground.,57015
11403,317109978.jpg,"A brown and white pitbull, with a black collar, is about to leap over a branch",57016
11403,317109978.jpg,A brown dog is jumping over a tree limb in a wooded area.,57017
11403,317109978.jpg,A brown dog climbs over a fallen branch in a wooded area.,57018
11403,317109978.jpg,A brown dog hops over a fallen tree branch.,57019
10917,3106481014.jpg,"A young female food preparer under a green, yellow, and white umbrella prepares a fancy meal, with a flambe dish in front of her and a crowd behind her.",54585
10917,3106481014.jpg,"A female worker wearing a white uniform is preparing a flaming dish at a banquet table under a green, yellow and white tent.",54586
10917,3106481014.jpg,"A lady wearing gloves, and a ponytail cooks something while people stand and watch.",54587
10917,3106481014.jpg,A woman in a white shirt wears gloves as she prepares food under a canopy.,54588
10917,3106481014.jpg,A girl is serving food and a man is staring at her.,54589
29371,7345004842.jpg,"Tourists, both female (one older, the other considerably younger) posing with mock astronaut for picture.",146855
29371,7345004842.jpg,A white girl and a black woman pose with a person dressed in a spacesuit.,146856
29371,7345004842.jpg,A woman and girl pose for picture with a man in a space suit.,146857
29371,7345004842.jpg,Two women pose next to a person in an astronaut costume.,146858
29371,7345004842.jpg,Two women pose with someone wearing a space suit.,146859
16345,3773302802.jpg,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",81725
16345,3773302802.jpg,A bearded man wearing a sleeveless shirt is kneeling in front of a piece of lumber supported by several crates.,81726
16345,3773302802.jpg,A man is crouching near a big plywood piece and some milk crates with random things inside.,81727
16345,3773302802.jpg,A man in a black hat kneeling down to cut a piece of wood.,81728
16345,3773302802.jpg,A man squatting and wearing a hat.,81729
1772,150521539.jpg,A family of two woman and a young child sits on the grass in a park in front of three young girls.,8860
1772,150521539.jpg,A group of adults and children relax on the grass in a park.,8861
1772,150521539.jpg,A family sits in the grass in a park in India.,8862
1772,150521539.jpg,A family is sitting in a park on the grass.,8863
1772,150521539.jpg,Families are gathered in a park.,8864
28370,6801523493.jpg,Chinese-American dressed children dressed in red uniforms are doing a cultural performance in a parade.,141850
28370,6801523493.jpg,"Several young children, who are wearing bright orange outfits, are participating in a parade march.",141851
28370,6801523493.jpg,Several young people dressed in orange outfits at a Lion Dance Festival.,141852
28370,6801523493.jpg,"A group of children, dressed in orange outfits, are dancing with fans.",141853
28370,6801523493.jpg,Chinese kids in orange uniforms perform a routine.,141854
28842,6984208731.jpg,"Two fighters have just finished a match, the blond man in a white robe with a blue belt is the winner - his nose is bleeding - the man on the left who lost the fight is wearing a blue robe.",144210
28842,6984208731.jpg,A man has just won from a karate battle with his opponent and his nose is bleeding.,144211
28842,6984208731.jpg,A fighter is declared the winner after the conclusion of a martial arts event.,144212
28842,6984208731.jpg,Two men in a karate match third man holding up hand of winner.,144213
28842,6984208731.jpg,The outcome of a martial arts match being announced.,144214
30679,864546649.jpg,"12 family photos on a shelf with a yellow, red, green, and purple flower wreath in front of it.",153395
30679,864546649.jpg,A group of pictures in frames are arranged with colorful flowers placed in front of them.,153396
30679,864546649.jpg,"A bunch of family photos, old and new, sit on a table.",153397
30679,864546649.jpg,"A display of photographs, both old and new, is shown.",153398
30679,864546649.jpg,This memorial is to remember victims of a tragedy.,153399
28488,685711383.jpg,"A family of three, with two parents and a baby, is standing outside in a park.",142440
28488,685711383.jpg,A family of three in the park dad and mom are smiling with their little baby.,142441
28488,685711383.jpg,Two dark-skinned parents look happily on their child in a park,142442
28488,685711383.jpg,"A mom, dad and baby smiling in a park.",142443
28488,685711383.jpg,A man and a woman looking at a baby.,142444
14528,3535768334.jpg,A cyclist is performing a jumping stunt in a skate and cycle park.,72640
14528,3535768334.jpg,A boy on his bike is wearing a blue shirt and is in midair.,72641
14528,3535768334.jpg,An angled picture of a person doing a trick on a bike.,72642
14528,3535768334.jpg,Young man does stunt on bicycle near beach.,72643
14528,3535768334.jpg,"A person on a bmx bike, running a course.",72644
6591,254148000.jpg,A man in blue swimming trunks and a man in black swimming trunks are at the beach.,32955
6591,254148000.jpg,Two men are standing on a sandy beach in front of the ocean.,32956
6591,254148000.jpg,Two men are at the beach standing on the waters edge.,32957
6591,254148000.jpg,Two shirtless men stands in front of the ocean.,32958
6591,254148000.jpg,Two men standing in the surf on a beach.,32959
19223,4447269544.jpg,A woman with dreadlocks and an olive green bag sits on red brick while checking the baby stroller.,96115
19223,4447269544.jpg,A woman in a gray shirt with blond dreadlocks looks into a baby carriage.,96116
19223,4447269544.jpg,A blond woman is looking down while others sit in the background.,96117
19223,4447269544.jpg,Few people are sitting in a public area just to pass time.,96118
19223,4447269544.jpg,A woman with a taupe colored shirt looking down.,96119
22184,4738801537.jpg,"Two young boys are holding toy guns while playing a carnival game, the boy on the right as a pink stuffed animal between his legs.",110920
22184,4738801537.jpg,Two young boys play a carnival game requiring them to shoot a target to win a prize.,110921
